Country,State,Year,Month,"Central Goods And Services Tax (Cgst) Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","State Goods And Services Tax (Sgst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Integrated Goods And Services Tax (Igst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Cess Tax Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Revenue Collection (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,Manipur,"Financial Year (Apr - Mar), 2018","July, 2018",6.7091318,16.4665905,1.0461909,0.1223222,24.344235399999995
India,Meghalaya,"Financial Year (Apr - Mar), 2018","July, 2018",15.4209669,22.2813134,74.7445314,1.4073068,113.8541185
India,Mizoram,"Financial Year (Apr - Mar), 2018","July, 2018",3.047424,5.6456422,1.5212511,0.0041279,10.218445200000001
India,Nagaland,"Financial Year (Apr - Mar), 2018","July, 2018",2.9068767,4.7332881,4.3389931,0.5143982,12.493556100000001
India,Odisha,"Financial Year (Apr - Mar), 2018","July, 2018",400.5777896,546.8413465,651.1121117,460.3526966,2058.8839444
India,Puducherry,"Financial Year (Apr - Mar), 2018","July, 2018",20.0902248,29.1727051,111.5488526,0.1531063,160.96488879999998
India,Punjab,"Financial Year (Apr - Mar), 2018","July, 2018",265.7611239,453.4045551,436.0890458,16.1761881,1171.4309129
India,Rajasthan,"Financial Year (Apr - Mar), 2018","July, 2018",642.5817632,891.9141122,788.0883914,130.940188,2453.5244548
India,Sikkim,"Financial Year (Apr - Mar), 2018","July, 2018",16.3812372,23.5838222,141.1692223,0.128216,181.2624977
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","July, 2018",1367.353896,1956.132992,1636.152198,656.1648418,5615.8039278
India,Telangana,"Financial Year (Apr - Mar), 2018","July, 2018",592.3151294,843.9159251,854.6090494,511.6976306,2802.5377345
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","July, 2018",23.373606200000000000000000000,35.402848700000000000000000000,176.352763700000000000000000000,0.028040400000000000000000000,235.157259000000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","July, 2018",17.4080313,24.4820858,3.5051404,0.5827593,45.9780168
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","July, 2018",1055.821646,1637.234889,1280.820033,1009.231497,4983.108065
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","July, 2018",179.406084,321.9328977,889.7034729,17.0736376,1408.1160922
India,West Bengal,"Financial Year (Apr - Mar), 2018","July, 2018",875.7844393,1195.388935,866.1369742,351.4185894,3288.7289379000003
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","June, 2018",11.2891336,13.8718821,2.4710669,0.0641127,27.6961953
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","June, 2018",460.3311939,668.1677282,780.4869733,26.6078837,1935.5937791000001
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","June, 2018",9.3242923,13.5436848,3.9458071,0.0079796,26.821763799999996
India,Assam,"Financial Year (Apr - Mar), 2018","June, 2018",171.3981431,250.0812889,195.9868753,44.8067089,662.2730161999999
India,Bihar,"Financial Year (Apr - Mar), 2018","June, 2018",178.7468664,365.7341074,87.8567054,128.7793164,761.1169956
India,Chandigarh,"Financial Year (Apr - Mar), 2018","June, 2018",25.3045196,39.4516876,70.775433,0.3887409,135.92038110000001
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","June, 2018",303.4846154,383.2124012,693.1887778,521.8649929,1901.7507873
India,Delhi,"Financial Year (Apr - Mar), 2018","June, 2018",619.8172123,795.1842481,1601.905671,86.3569774,3103.2641088
India,Goa,"Financial Year (Apr - Mar), 2018","June, 2018",83.2775386,113.4899505,135.3289945,3.1491547,335.2456383
India,Gujarat,"Financial Year (Apr - Mar), 2018","June, 2018",1634.986751,2075.482694,2251.424662,400.5982533,6362.4923603
India,Haryana,"Financial Year (Apr - Mar), 2018","June, 2018",709.2658246,1090.647349,2436.528715,398.0083574,4634.450246
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","June, 2018",81.1300704,128.3707238,430.0922341,1.4346423,641.0276706
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","June, 2018",69.150368476567903711275792390,116.379358308666058159650503730,70.61060536060605142300631790,4.08016718715027888373245690,260.220499332990292177665070920
India,Jharkhand,"Financial Year (Apr - Mar), 2018","June, 2018",273.3308852,385.0181187,849.8247569,470.870265,1979.0440258
India,Karnataka,"Financial Year (Apr - Mar), 2018","June, 2018",1317.790597,1771.656085,2285.639001,868.7184735,6243.804156499999
India,Kerala,"Financial Year (Apr - Mar), 2018","June, 2018",426.5183956,683.9006115,190.0032267,5.5884172,1306.010651
India,Ladakh,"Financial Year (Apr - Mar), 2018","June, 2018",1.546359423432096288724207610,2.602506991333941840349496270,1.57901363939394857699368210,0.09124181284972111626754310,5.819121867009707822334929080
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","June, 2018",3.0886072,3.1277342,0.1274743,0.0,6.3438157
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","June, 2018",418.5352995,609.9923307,543.5772456,432.4551296,2004.5600054
India,Maharashtra,"Financial Year (Apr - Mar), 2018","June, 2018",3898.976761,4810.374753,4398.220505,913.2317054,14020.803724399999
India,Manipur,"Financial Year (Apr - Mar), 2018","June, 2018",8.437478,12.3871027,1.0898704,0.0623573,21.976808399999996
India,Meghalaya,"Financial Year (Apr - Mar), 2018","June, 2018",14.9194984,20.9512935,76.0418111,4.2690697,116.18167270000001
India,Mizoram,"Financial Year (Apr - Mar), 2018","June, 2018",3.2523617,6.2431115,0.7409617,0.0330648,10.269499699999999
India,Nagaland,"Financial Year (Apr - Mar), 2018","June, 2018",2.846493,5.5431936,4.4389608,0.6033914,13.4320388
India,Odisha,"Financial Year (Apr - Mar), 2018","June, 2018",405.5119544,533.9550139,786.3552436,421.952424,2147.7746359
India,Puducherry,"Financial Year (Apr - Mar), 2018","June, 2018",19.6126352,27.19696,98.9905737,0.2390011,146.03917
India,Punjab,"Financial Year (Apr - Mar), 2018","June, 2018",247.7719054,438.4547679,487.9338484,18.1725463,1192.3330680000001
India,Rajasthan,"Financial Year (Apr - Mar), 2018","June, 2018",606.5232682,833.7267357,849.488922,133.2056161,2422.944542
India,Sikkim,"Financial Year (Apr - Mar), 2018","June, 2018",10.1247766,14.4355935,146.4141498,0.0061442,170.98066409999998
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","June, 2018",1278.195904,1806.520846,1526.609496,575.6581425,5186.9843885
India,Telangana,"Financial Year (Apr - Mar), 2018","June, 2018",562.365842,796.8953096,792.2171816,547.871883,2699.3502162000004
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","June, 2018",22.482712400000000000000000000,34.523301200000000000000000000,158.159354900000000000000000000,0.033545000000000000000000000,215.1989134999999700000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","June, 2018",12.0569986,19.4571343,3.6805749,0.0561439,35.250851700000005
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","June, 2018",1012.531281,1598.756075,1373.694901,999.5810159,4984.5632729
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","June, 2018",164.0565764,309.7721557,770.6331693,21.2794006,1265.741302
India,West Bengal,"Financial Year (Apr - Mar), 2018","June, 2018",857.5916957,1188.235534,747.7893965,318.0839393,3111.7005655
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","May, 2018",5.5957878,8.6251317,1.9647787,0.0257048,16.211403
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","May, 2018",488.4536872,689.9240399,762.836686,20.8696637,1962.0840768
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","May, 2018",9.7702146,15.3944388,4.4778228,0.0092772,29.651753399999997
India,Assam,"Financial Year (Apr - Mar), 2018","May, 2018",314.0774252,399.2568619,185.106904,25.991135,924.4323261
India,Bihar,"Financial Year (Apr - Mar), 2018","May, 2018",167.8525265,335.0095708,119.7263862,116.7999723,739.3884558000001
India,Chandigarh,"Financial Year (Apr - Mar), 2018","May, 2018",26.9549062,36.5242287,68.7986827,0.0684211,132.3462387
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","May, 2018",299.9390334,378.1035969,662.435497,529.1102962,1869.5884235
India,Delhi,"Financial Year (Apr - Mar), 2018","May, 2018",631.2872724,797.3489619,1402.191104,84.0658275,2914.8931658
India,Goa,"Financial Year (Apr - Mar), 2018","May, 2018",78.7974173,106.4567273,129.477076,2.791535,317.52275560000004
India,Gujarat,"Financial Year (Apr - Mar), 2018","May, 2018",1726.576722,2177.273031,2016.554782,341.5637384,6261.968273400001
India,Haryana,"Financial Year (Apr - Mar), 2018","May, 2018",690.5879097,1015.290968,2515.975995,351.8846461,4573.7395188
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","May, 2018",74.4121608,116.874599,453.8760368,1.0527129,646.2155094999999
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","May, 2018",69.091764592624181897099455350,116.648714003072186967386990040,71.168670163096611225593837940,4.273009494805188073466335170,261.18215825359816816354661850
India,Jharkhand,"Financial Year (Apr - Mar), 2018","May, 2018",251.3048392,358.421195,893.7014977,454.3798865,1957.8074183999997
India,Karnataka,"Financial Year (Apr - Mar), 2018","May, 2018",1259.996259,1691.945731,2102.04639,698.1180058,5752.106385800001
India,Kerala,"Financial Year (Apr - Mar), 2018","May, 2018",419.9266334,658.9482916,216.0523773,5.4748096,1300.4021119000001
India,Ladakh,"Financial Year (Apr - Mar), 2018","May, 2018",1.545048907375818102900544650,2.608530396927813032613009960,1.591493236903388774406162060,0.095554205194811926533664830,5.84062674640183183645338150
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","May, 2018",0.0573081,0.0601138,0.0245316,0.0,0.1419535
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","May, 2018",383.8909161,555.2812759,527.6307886,396.8438641,1863.6468447
India,Maharashtra,"Financial Year (Apr - Mar), 2018","May, 2018",3684.415123,4606.002176,3960.487154,796.503106,13047.407559000001
India,Manipur,"Financial Year (Apr - Mar), 2018","May, 2018",5.2564341,9.2831337,1.949813,0.1726912,16.662072
India,Meghalaya,"Financial Year (Apr - Mar), 2018","May, 2018",13.7163889,19.9220798,89.9407388,3.0186096,126.5978171
India,Mizoram,"Financial Year (Apr - Mar), 2018","May, 2018",3.1514014,6.4693904,4.1402884,0.0008017,13.761881899999999
India,Nagaland,"Financial Year (Apr - Mar), 2018","May, 2018",3.1415729,5.9792819,3.9886993,0.3192949,13.428849
India,Odisha,"Financial Year (Apr - Mar), 2018","May, 2018",361.0609737,500.2178941,637.7002569,395.1626254,1894.1417500999999
India,Puducherry,"Financial Year (Apr - Mar), 2018","May, 2018",18.2086435,26.940619,110.1872816,0.1649135,155.50145760000004
India,Punjab,"Financial Year (Apr - Mar), 2018","May, 2018",238.1081807,397.6581297,488.2313501,16.2564943,1140.2541548000002
India,Rajasthan,"Financial Year (Apr - Mar), 2018","May, 2018",637.6001176,849.0008413,874.0859442,132.9527111,2493.6396142000003
India,Sikkim,"Financial Year (Apr - Mar), 2018","May, 2018",9.9368729,13.5487096,143.151528,0.6622607,167.2993712
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","May, 2018",1388.178551,1927.10743,1682.281912,491.022462,5488.590354999999
India,Telangana,"Financial Year (Apr - Mar), 2018","May, 2018",547.3277722,806.8353207,790.8264143,474.1155177,2619.1050249
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","May, 2018",20.574090000000000000000000000,29.543205000000000000000000000,169.470575200000000000000000000,0.057571200000000000000000000,219.6454413999999900000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","May, 2018",16.8955247,25.8378444,2.6832971,0.2364986,45.6531648
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","May, 2018",974.7805314,1505.887597,1302.659688,838.9543996,4622.282216
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","May, 2018",160.3876792,303.9906438,761.5148983,20.8390117,1246.732233
India,West Bengal,"Financial Year (Apr - Mar), 2018","May, 2018",869.323819,1171.299826,786.3670877,281.4032516,3108.3939843
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","April, 2018",21.2654377,27.0566218,1.6888315,0.0254118,50.036302799999994
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","April, 2018",529.4279731,812.4554767,883.3891257,25.8884246,2251.1610001
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","April, 2018",12.8587217,16.5303152,3.2409188,0.5150581,33.1450138
India,Assam,"Financial Year (Apr - Mar), 2018","April, 2018",172.4957782,276.9388224,176.8886739,52.9766663,679.2999408
India,Bihar,"Financial Year (Apr - Mar), 2018","April, 2018",205.9085418,425.0507894,108.9029621,173.6850592,913.5473525
India,Chandigarh,"Financial Year (Apr - Mar), 2018","April, 2018",33.7296003,46.4495431,101.4381839,0.2345281,181.8518554
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","April, 2018",338.4303375,415.6428411,633.3494901,502.2396624,1889.6623311
India,Delhi,"Financial Year (Apr - Mar), 2018","April, 2018",1104.771594,1331.565207,1682.851182,78.8082267,4197.996209700001
India,Goa,"Financial Year (Apr - Mar), 2018","April, 2018",89.3905036,122.1252453,137.4726109,3.4837973,352.4721571
India,Gujarat,"Financial Year (Apr - Mar), 2018","April, 2018",1701.278691,2133.400505,2190.054514,303.9012717,6328.6349817
India,Haryana,"Financial Year (Apr - Mar), 2018","April, 2018",713.3451362,1100.31667,2982.037874,334.2225105,5129.922190699999
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","April, 2018",88.9976766,136.0273675,420.8512768,1.4776635,647.3539844
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","April, 2018",112.699376467525824577380585870,175.688372927670360554477709630,72.365526925342041685193308860,3.16524101603645361175865430,363.9185173365747391164218616020114460
India,Jharkhand,"Financial Year (Apr - Mar), 2018","April, 2018",348.6993283,489.6615679,1045.35172,504.8150366,2388.5276528
India,Karnataka,"Financial Year (Apr - Mar), 2018","April, 2018",1608.179425,2192.427157,2640.190911,906.4502413,7347.2477343
India,Kerala,"Financial Year (Apr - Mar), 2018","April, 2018",457.5142062,702.0746848,232.5592922,4.0158774,1396.1640605999999
India,Ladakh,"Financial Year (Apr - Mar), 2018","April, 2018",2.520214232474175422619414130,3.928791372329639445522290370,1.618257674657958314806691140,0.07078198396354638824134570,8.1380452634253208835781383979885540
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","April, 2018",1.1743792,1.2607564,0.0924236,0.0,2.5275592
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","April, 2018",525.8862627,717.0520018,646.8433197,454.5571878,2344.338772
India,Maharashtra,"Financial Year (Apr - Mar), 2018","April, 2018",4254.061675,5382.555043,5963.590894,1125.634046,16725.841658
India,Manipur,"Financial Year (Apr - Mar), 2018","April, 2018",13.8957644,18.4244025,1.4850173,0.0308901,33.8360743
India,Meghalaya,"Financial Year (Apr - Mar), 2018","April, 2018",23.658506,32.7970361,92.3087284,3.6443658,152.4086363
India,Mizoram,"Financial Year (Apr - Mar), 2018","April, 2018",5.8832014,9.4137331,1.9556099,0.0430771,17.2956215
India,Nagaland,"Financial Year (Apr - Mar), 2018","April, 2018",4.4329982,7.2390867,5.1178104,0.172562,16.962457299999997
India,Odisha,"Financial Year (Apr - Mar), 2018","April, 2018",449.8938838,640.1590847,495.9366833,583.7086423,2169.6982941
India,Puducherry,"Financial Year (Apr - Mar), 2018","April, 2018",20.6717692,31.383934,117.9798218,0.2242301,170.2597551
India,Punjab,"Financial Year (Apr - Mar), 2018","April, 2018",310.7997426,498.892481,432.6105509,16.9955532,1259.2983276999998
India,Rajasthan,"Financial Year (Apr - Mar), 2018","April, 2018",659.2523603,903.8752928,903.7504439,141.8250106,2608.7031076
India,Sikkim,"Financial Year (Apr - Mar), 2018","April, 2018",11.581942,15.7365388,123.2235067,0.0017444,150.5437319
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","April, 2018",1499.282023,2096.078687,2395.60382,674.9750022,6665.939532199999
India,Telangana,"Financial Year (Apr - Mar), 2018","April, 2018",715.3489943,1021.321337,1122.862406,513.6417464,3373.1744837
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","April, 2018",28.753605300000000000000000000,41.259021800000000000000000000,187.563151000000000000000000000,0.139901300000000000000000000,257.715679400000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","April, 2018",16.9535451,25.4795653,3.2234347,0.0607523,45.7172974
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","April, 2018",1333.807381,2119.312571,1545.272253,1029.82218,6028.214385
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","April, 2018",211.5451491,355.894709,924.7760059,22.560781,1514.776645
India,West Bengal,"Financial Year (Apr - Mar), 2018","April, 2018",1017.063933,1359.854485,925.6416535,388.1641398,3690.7242113
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2017","March, 2018",16.0172057,19.8755598,1.3563134,0.011051,37.2601299
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017","March, 2018",445.963911,618.9598389,783.0554701,17.44262,1865.4218400000002
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017","March, 2018",9.9750214,17.6519301,4.8017845,0.0062423,32.4349783
India,Assam,"Financial Year (Apr - Mar), 2017","March, 2018",156.0959207,228.0031133,179.353312,55.1135754,618.5659214
India,Bihar,"Financial Year (Apr - Mar), 2017","March, 2018",168.7237506,314.0226004,90.9504747,183.9705989,757.6674246
India,Chandigarh,"Financial Year (Apr - Mar), 2017","March, 2018",25.7052257,36.0397744,74.2825862,0.1822168,136.2098031
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017","March, 2018",368.8541208,454.4432499,684.549591,321.192474,1829.0394357
India,Delhi,"Financial Year (Apr - Mar), 2017","March, 2018",807.2436017,982.0144393,1387.3546,72.6326409,3249.2452818999996
